Chr Start End Length Strand_Up Gene_Up Strand_Down Gene_Down
ENSG00000132780 1 46084567 46092975 8409 1 ENSG00000132780 -1 ENSG00000159592
ENSG00000159592 1 46153786 46152885 -900 -1 ENSG00000159592 1 ENSG00000159596
ENSG00000159596 1 46160116 46159995 -120 1 ENSG00000159596 -1 ENSG00000197429
ENSG00000197429 1 46216323 46252658 36336 -1 ENSG00000197429 1 ENSG00000086015
ENSG00000086015 1 46501797 46505811 4015 1 ENSG00000086015 -1 ENSG00000117461
ENSG00000117461 1 46642161 46640744 -1416 -1 ENSG00000117461 1 ENSG00000117472
ENSG00000117472 1 46651631 46654353 2723 1 ENSG00000117472 -1 ENSG00000085998
ENSG00000085998 1 46685978 46713359 27382 -1 ENSG00000085998 1 ENSG00000085999
ENSG00000085999 1 46744146 46726867 -17278 1 ENSG00000085999 -1 ENSG00000132128
ENSG00000132128 1 46769281 46769302 22 -1 ENSG00000132128 1 ENSG00000173660
ENSG00000173660 1 46782449 46805848 23400 1 ENSG00000173660 1 ENSG00000117481
ENSG00000117481 1 46830825 47098408 267584 1 ENSG00000117481 -1 ENSG00000123472
ENSG00000123472 1 47139540 47124365 -15174 -1 ENSG00000123472 -1 ENSG00000159658
ENSG00000159658 1 47184825 47715810 530986 -1 ENSG00000159658 -1 ENSG00000123473
ENSG00000123473 1 47779820 47799468 19649 -1 ENSG00000123473 1 ENSG00000162368
ENSG00000162368 1 47844512 50905149 3060638 1 ENSG00000162368 -1 ENSG00000185104
ENSG00000185104 1 51425936 51426416 481 -1 ENSG00000185104 1 ENSG00000123080
ENSG00000123080 1 51440306 51701942 261637 1 ENSG00000123080 1 ENSG00000123091
ENSG00000123091 1 51739128 51819934 80807 1 ENSG00000123091 -1 ENSG00000085832
ENSG00000085832 1 51985001 52042850 57850 -1 ENSG00000085832 1 ENSG00000117859
ENSG00000117859 1 52254890 52254862 -27 1 ENSG00000117859 -1 ENSG00000078618
ENSG00000078618 1 52344478 52485802 141325 -1 ENSG00000078618 -1 ENSG00000117862
ENSG00000117862 1 52521844 52521796 -47 -1 ENSG00000117862 1 ENSG00000134717
ENSG00000134717 1 52556389 52608045 51657 1 ENSG00000134717 1 ENSG00000157077
ENSG00000157077 1 52812359 52811394 -964 1 ENSG00000157077 -1 ENSG00000154222
ENSG00000154222 1 52831866 52838500 6635 -1 ENSG00000154222 -1 ENSG00000085840
ENSG00000085840 1 52870132 52870235 104 -1 ENSG00000085840 1 ENSG00000134748
ENSG00000134748 1 52886512 52873953 -12558 1 ENSG00000134748 -1 ENSG00000134744
ENSG00000134744 1 53019160 53152507 133348 -1 ENSG00000134744 -1 ENSG00000162377
ENSG00000162377 1 53164039 53192125 28087 -1 ENSG00000162377 1 ENSG00000162378
ENSG00000162378 1 53293015 53308182 15168 1 ENSG00000162378 1 ENSG00000203995
ENSG00000203995 1 53360671 53361655 985 1 ENSG00000203995 -1 ENSG00000121310
ENSG00000121310 1 53392885 53392900 16 -1 ENSG00000121310 1 ENSG00000116171
ENSG00000116171 1 53517376 53662100 144725 1 ENSG00000116171 1 ENSG00000157184
ENSG00000157184 1 53679870 53679770 -99 1 ENSG00000157184 -1 ENSG00000162384
ENSG00000162384 1 53686290 53692563 6274 -1 ENSG00000162384 -1 ENSG00000162385
ENSG00000162385 1 53704283 53711216 6934 -1 ENSG00000162385 -1 ENSG00000157193
ENSG00000157193 1 53793743 54231132 437390 -1 ENSG00000157193 -1 ENSG00000058804
ENSG00000058804 1 54304534 54317391 12858 -1 ENSG00000058804 -1 ENSG00000058799
ENSG00000058799 1 54356408 54382246 25839 -1 ENSG00000058799 -1 ENSG00000081870
ENSG00000081870 1 54411603 54411749 147 -1 ENSG00000081870 1 ENSG00000116212
ENSG00000116212 1 54433842 54497346 63505 1 ENSG00000116212 -1 ENSG00000116209
ENSG00000116209 1 54519178 54519259 82 -1 ENSG00000116209 1 ENSG00000116205
ENSG00000116205 1 54578193 54649713 71521 1 ENSG00000116205 1 ENSG00000116221
ENSG00000116221 1 54691138 54691104 -33 1 ENSG00000116221 -1 ENSG00000157216
ENSG00000157216 1 54879153 55181494 302342 -1 ENSG00000157216 1 ENSG00000243725
ENSG00000243725 1 55208331 55315305 106975 1 ENSG00000243725 -1 ENSG00000116133
ENSG00000116133 1 55352892 55505220 152329 -1 ENSG00000116133 1 ENSG00000169174
ENSG00000169174 1 55530526 55532031 1506 1 ENSG00000169174 -1 ENSG00000162402
ENSG00000162402 1 55680787 56960418 1279632 -1 ENSG00000162402 -1 ENSG00000162407
ENSG00000162407 1 57110975 57110994 20 -1 ENSG00000162407 1 ENSG00000162409
ENSG00000162409 1 57181009 58881055 1700047 1 ENSG00000162409 -1 ENSG00000162600
ENSG00000162600 1 59012475 59041098 28624 -1 ENSG00000162600 -1 ENSG00000184292
ENSG00000184292 1 59043167 59120410 77244 -1 ENSG00000184292 -1 ENSG00000162601
ENSG00000162601 1 59165765 59762309 596545 -1 ENSG00000162601 1 ENSG00000172456
ENSG00000172456 1 60233348 60280457 47110 1 ENSG00000172456 1 ENSG00000134709
ENSG00000134709 1 60342051 61330930 988880 1 ENSG00000134709 1 ENSG00000162599
ENSG00000162599 1 61928466 62146717 218252 1 ENSG00000162599 -1 ENSG00000162604
ENSG00000162604 1 62191096 62208148 17053 -1 ENSG00000162604 1 ENSG00000132849
ENSG00000132849 1 62629593 62901967 272375 1 ENSG00000132849 1 ENSG00000162607
ENSG00000162607 1 62917476 62920398 2923 1 ENSG00000162607 -1 ENSG00000116641
ENSG00000116641 1 63153970 63249805 95836 -1 ENSG00000116641 1 ENSG00000125703
ENSG00000125703 1 63331185 63833260 502076 1 ENSG00000125703 1 ENSG00000088035
ENSG00000088035 1 63904234 63906440 2207 1 ENSG00000088035 -1 ENSG00000142856
ENSG00000142856 1 64059393 64058946 -446 -1 ENSG00000142856 1 ENSG00000079739
ENSG00000079739 1 64125917 65210777 1084861 1 ENSG00000079739 1 ENSG00000162437
ENSG00000162437 1 65298916 65298911 -4 1 ENSG00000162437 -1 ENSG00000162434
ENSG00000162434 1 65432188 65613231 181044 -1 ENSG00000162434 1 ENSG00000162433
ENSG00000162433 1 65697829 65713901 16073 1 ENSG00000162433 1 ENSG00000116675
ENSG00000116675 1 65881553 67390577 1509025 1 ENSG00000116675 1 ENSG00000198160
ENSG00000198160 1 67454303 67465014 10712 1 ENSG00000198160 -1 ENSG00000116704
ENSG00000116704 1 67519783 67873492 353710 -1 ENSG00000116704 -1 ENSG00000142864
ENSG00000142864 1 67896099 68150743 254645 -1 ENSG00000142864 1 ENSG00000116717
ENSG00000116717 1 68154022 68167148 13127 1 ENSG00000116717 -1 ENSG00000172380
ENSG00000172380 1 68299151 68564141 264991 -1 ENSG00000172380 -1 ENSG00000116729
ENSG00000116729 1 68698804 68939834 241031 -1 ENSG00000116729 -1 ENSG00000024526
ENSG00000024526 1 68962905 70610487 1647583 -1 ENSG00000024526 -1 ENSG00000066557
ENSG00000066557 1 70671304 70671364 61 -1 ENSG00000066557 1 ENSG00000116754
ENSG00000116754 1 70718736 70726270 7535 1 ENSG00000116754 -1 ENSG00000118454
ENSG00000118454 1 70820418 70820487 70 -1 ENSG00000118454 1 ENSG00000197568
ENSG00000197568 1 70851023 70876900 25878 1 ENSG00000197568 1 ENSG00000116761
ENSG00000116761 1 70905535 71528973 623439 1 ENSG00000116761 -1 ENSG00000132485
ENSG00000132485 1 71546981 71868624 321644 -1 ENSG00000132485 -1 ENSG00000172260
ENSG00000172260 1 72748418 74663921 1915504 -1 ENSG00000172260 1 ENSG00000254685
ENSG00000254685 1 74699771 75171169 471399 1 ENSG00000254685 -1 ENSG00000116791
ENSG00000116791 1 75199093 75198835 -257 -1 ENSG00000116791 1 ENSG00000162623
ENSG00000162623 1 75232363 76190035 957673 1 ENSG00000162623 1 ENSG00000117054
ENSG00000117054 1 76253261 76251878 -1382 1 ENSG00000117054 1 ENSG00000137955
ENSG00000137955 1 76260765 77554674 1293910 1 ENSG00000137955 -1 ENSG00000142892
ENSG00000142892 1 77685116 78028100 342985 -1 ENSG00000142892 -1 ENSG00000036549
ENSG00000036549 1 78149105 78161671 12567 -1 ENSG00000036549 -1 ENSG00000077254
ENSG00000077254 1 78225538 78245308 19771 -1 ENSG00000077254 1 ENSG00000180488
ENSG00000180488 1 78344107 78409739 65633 1 ENSG00000180488 -1 ENSG00000162613
ENSG00000162613 1 78444795 78444858 64 -1 ENSG00000162613 1 ENSG00000162616
ENSG00000162616 1 78483649 79085606 601958 1 ENSG00000162616 1 ENSG00000137959
ENSG00000137959 1 79108485 79115480 6996 1 ENSG00000137959 1 ENSG00000137965
ENSG00000137965 1 79129764 84330710 5200947 1 ENSG00000137965 -1 ENSG00000137941
ENSG00000137941 1 84464834 84543744 78911 -1 ENSG00000137941 1 ENSG00000142875
ENSG00000142875 1 84704182 84944941 240760 1 ENSG00000142875 1 ENSG00000117133
ENSG00000117133 1 84963474 84964007 534 1 ENSG00000117133 -1 ENSG00000174021
ENSG00000174021 1 84972249 85018803 46555 -1 ENSG00000174021 -1 ENSG00000117151
ENSG00000117151 1 85040164 85109389 69226 -1 ENSG00000117151 -1 ENSG00000117155
ENSG00000117155 1 85156487 85715638 559152 -1 ENSG00000117155 -1 ENSG00000162642
ENSG00000162642 1 85725356 85731930 6575 -1 ENSG00000162642 -1 ENSG00000142867
ENSG00000142867 1 85742774 85784163 41390 -1 ENSG00000142867 -1 ENSG00000153904
ENSG00000153904 1 86043934 86046443 2510 -1 ENSG00000153904 1 ENSG00000142871
ENSG00000142871 1 86049646 86115105 65460 1 ENSG00000142871 -1 ENSG00000117174
ENSG00000117174 1 86174117 86814343 640227 -1 ENSG00000117174 -1 ENSG00000122417
ENSG00000122417 1 86862024 87170258 308235 -1 ENSG00000122417 1 ENSG00000097033
ENSG00000097033 1 87213868 87328131 114264 1 ENSG00000097033 -1 ENSG00000183291
ENSG00000183291 1 87380108 87380330 223 -1 ENSG00000183291 1 ENSG00000153936
ENSG00000153936 1 87602335 87794150 191816 1 ENSG00000153936 1 ENSG00000143013
ENSG00000143013 1 87814607 89149904 1335298 1 ENSG00000143013 1 ENSG00000065243
ENSG00000065243 1 89301939 89318614 16676 1 ENSG00000065243 -1 ENSG00000137947
ENSG00000137947 1 89357628 89401455 43828 -1 ENSG00000137947 -1 ENSG00000137944
ENSG00000137944 1 89458637 89445138 -13498 -1 ENSG00000137944 -1 ENSG00000213516
ENSG00000213516 1 89458644 89472348 13705 -1 ENSG00000213516 -1 ENSG00000117226
ENSG00000117226 1 89488578 89518001 29424 -1 ENSG00000117226 -1 ENSG00000117228
ENSG00000117228 1 89531044 89571814 40771 -1 ENSG00000117228 -1 ENSG00000162645
ENSG00000162645 1 89616140 89990394 374255 -1 ENSG00000162645 1 ENSG00000197147
ENSG00000197147 1 90063424 90098630 35207 1 ENSG00000197147 1 ENSG00000171488
ENSG00000171488 1 90235463 90286572 51110 1 ENSG00000171488 1 ENSG00000171492
ENSG00000171492 1 90402171 90460670 58500 1 ENSG00000171492 1 ENSG00000162664
ENSG00000162664 1 90494098 91380858 886761 1 ENSG00000162664 -1 ENSG00000122482
ENSG00000122482 1 91487830 91966407 478578 -1 ENSG00000122482 1 ENSG00000097046
ENSG00000097046 1 91991322 92145901 154580 1 ENSG00000097046 -1 ENSG00000069702
ENSG00000069702 1 92371893 92711958 340066 -1 ENSG00000069702 -1 ENSG00000174842
ENSG00000174842 1 92764545 92764521 -23 -1 ENSG00000174842 1 ENSG00000122484
ENSG00000122484 1 92853731 92974252 120522 1 ENSG00000122484 -1 ENSG00000067208
ENSG00000067208 1 93257962 93297581 39620 -1 ENSG00000067208 1 ENSG00000122406
ENSG00000122406 1 93307482 93307723 242 1 ENSG00000122406 -1 ENSG00000154511
ENSG00000154511 1 93427058 93544791 117734 -1 ENSG00000154511 1 ENSG00000143033
ENSG00000143033 1 93604639 93615298 10660 1 ENSG00000143033 -1 ENSG00000117500
ENSG00000117500 1 93646286 93811444 165159 -1 ENSG00000117500 1 ENSG00000117505
ENSG00000117505 1 93828150 93913687 85538 1 ENSG00000117505 1 ENSG00000137942
ENSG00000137942 1 94020219 94027346 7128 1 ENSG00000137942 -1 ENSG00000137936
ENSG00000137936 1 94312707 94333372 20666 -1 ENSG00000137936 -1 ENSG00000067334
ENSG00000067334 1 94345475 94350760 5286 -1 ENSG00000067334 -1 ENSG00000023909
ENSG00000023909 1 94374967 94458392 83426 -1 ENSG00000023909 -1 ENSG00000198691
ENSG00000198691 1 94586689 94614543 27855 -1 ENSG00000198691 -1 ENSG00000137962
ENSG00000137962 1 94740625 94883932 143308 -1 ENSG00000137962 1 ENSG00000117528
ENSG00000117528 1 94984223 94994780 10558 1 ENSG00000117528 -1 ENSG00000117525
ENSG00000117525 1 95007357 95448296 440940 -1 ENSG00000117525 -1 ENSG00000172339
ENSG00000172339 1 95538502 95582893 44392 -1 ENSG00000172339 1 ENSG00000152078
ENSG00000152078 1 95663164 97187220 1524057 1 ENSG00000152078 1 ENSG00000117569
ENSG00000117569 1 97280350 97543298 262949 1 ENSG00000117569 -1 ENSG00000188641
ENSG00000188641 1 98386606 99127235 740630 -1 ENSG00000188641 1 ENSG00000162627
ENSG00000162627 1 99226057 100174258 948202 1 ENSG00000162627 -1 ENSG00000156869
ENSG00000156869 1 100232188 100315639 83452 -1 ENSG00000156869 1 ENSG00000162688
ENSG00000162688 1 100389580 100435344 45765 1 ENSG00000162688 1 ENSG00000117620
ENSG00000117620 1 100492536 100503652 11117 1 ENSG00000117620 1 ENSG00000156875
ENSG00000156875 1 100548934 100549118 185 1 ENSG00000156875 -1 ENSG00000156876
ENSG00000156876 1 100598512 100598705 194 -1 ENSG00000156876 1 ENSG00000122435
ENSG00000122435 1 100616054 100659735 43682 1 ENSG00000122435 -1 ENSG00000137992
ENSG00000137992 1 100715391 100731762 16372 -1 ENSG00000137992 1 ENSG00000137996
ENSG00000137996 1 100758326 100810583 52258 1 ENSG00000137996 1 ENSG00000079335
ENSG00000079335 1 100985834 101337942 352109 1 ENSG00000079335 -1 ENSG00000162694
ENSG00000162694 1 101361555 101361631 77 -1 ENSG00000162694 1 ENSG00000162695
ENSG00000162695 1 101447310 101455178 7869 1 ENSG00000162695 -1 ENSG00000117543
ENSG00000117543 1 101491645 104068312 2576668 -1 ENSG00000117543 1 ENSG00000185946
ENSG00000185946 1 104097862 107599266 3501405 1 ENSG00000185946 1 ENSG00000198890
ENSG00000198890 1 107601917 108113781 511865 1 ENSG00000198890 -1 ENSG00000134215
ENSG00000134215 1 108507767 108676657 168891 -1 ENSG00000134215 -1 ENSG00000085491
ENSG00000085491 1 108743472 109102710 359239 -1 ENSG00000085491 1 ENSG00000162636
ENSG00000162636 1 109187523 109190911 3389 1 ENSG00000162636 -1 ENSG00000162639
ENSG00000162639 1 109204149 109234944 30796 -1 ENSG00000162639 1 ENSG00000134186
ENSG00000134186 1 109244426 109289295 44870 1 ENSG00000134186 1 ENSG00000116266
ENSG00000116266 1 109352149 109472129 119981 1 ENSG00000116266 -1 ENSG00000121940
ENSG00000121940 1 109506112 109512835 6724 -1 ENSG00000121940 -1 ENSG00000085433
ENSG00000085433 1 109584851 109605107 20257 -1 ENSG00000085433 -1 ENSG00000197780
ENSG00000197780 1 109618625 109633356 14732 -1 ENSG00000197780 1 ENSG00000215717
ENSG00000215717 1 109639557 109756539 116983 1 ENSG00000215717 1 ENSG00000031698
ENSG00000031698 1 109780792 109822177 41386 1 ENSG00000031698 -1 ENSG00000134222
ENSG00000134222 1 109825809 109852191 26383 -1 ENSG00000134222 -1 ENSG00000134243
ENSG00000134243 1 109940574 109941652 1079 -1 ENSG00000134243 -1 ENSG00000143106
ENSG00000143106 1 109969063 110036673 67611 -1 ENSG00000143106 1 ENSG00000174151
ENSG00000174151 1 110045555 110091232 45678 1 ENSG00000174151 1 ENSG00000065135
ENSG00000065135 1 110136976 110158725 21750 1 ENSG00000065135 1 ENSG00000116337
ENSG00000116337 1 110174674 110198702 24029 1 ENSG00000116337 1 ENSG00000168765
ENSG00000168765 1 110208119 110527307 319189 1 ENSG00000168765 1 ENSG00000168710
ENSG00000168710 1 110566358 110574198 7841 1 ENSG00000168710 1 ENSG00000143093
ENSG00000143093 1 110617264 110881127 263864 1 ENSG00000143093 1 ENSG00000162775
ENSG00000162775 1 110889300 110943870 54571 1 ENSG00000162775 -1 ENSG00000134248
ENSG00000134248 1 110950565 111489806 539242 -1 ENSG00000134248 -1 ENSG00000121931
ENSG00000121931 1 111506702 111659954 153253 -1 ENSG00000121931 -1 ENSG00000156171
ENSG00000156171 1 111682839 111682248 -590 -1 ENSG00000156171 1 ENSG00000134255
ENSG00000134255 1 111727725 111729795 2071 1 ENSG00000134255 -1 ENSG00000162777
ENSG00000162777 1 111747158 111982511 235354 -1 ENSG00000162777 -1 ENSG00000116455
ENSG00000116455 1 111991999 111991485 -513 -1 ENSG00000116455 1 ENSG00000116459
ENSG00000116459 1 112005396 112084839 79444 1 ENSG00000116459 1 ENSG00000116473
ENSG00000116473 1 112259314 112297866 38553 1 ENSG00000116473 1 ENSG00000064703
ENSG00000064703 1 112310639 112938802 628164 1 ENSG00000064703 1 ENSG00000143079
ENSG00000143079 1 113006079 113161794 155716 1 ENSG00000143079 1 ENSG00000116489
ENSG00000116489 1 113214242 113215762 1521 1 ENSG00000116489 1 ENSG00000155363
ENSG00000155363 1 113243369 113243727 359 1 ENSG00000155363 -1 ENSG00000155366
ENSG00000155366 1 113250057 113454468 204412 -1 ENSG00000155366 -1 ENSG00000155380
ENSG00000155380 1 113499636 113615830 116195 -1 ENSG00000155380 1 ENSG00000198799
ENSG00000198799 1 113669823 113933370 263548 1 ENSG00000198799 1 ENSG00000081026
ENSG00000081026 1 114228546 114239452 10907 1 ENSG00000081026 -1 ENSG00000116793
ENSG00000116793 1 114302112 114304453 2342 -1 ENSG00000116793 -1 ENSG00000081019
ENSG00000081019 1 114355099 114437369 82271 -1 ENSG00000081019 -1 ENSG00000134262
ENSG00000134262 1 114447824 114447762 -61 -1 ENSG00000134262 1 ENSG00000118655
ENSG00000118655 1 114456709 114471813 15105 1 ENSG00000118655 1 ENSG00000163349
ENSG00000163349 1 114520427 114935398 414972 1 ENSG00000163349 -1 ENSG00000197323
ENSG00000197323 1 115053782 115110177 56396 -1 ENSG00000197323 -1 ENSG00000116752
ENSG00000116752 1 115124261 115125468 1208 -1 ENSG00000116752 -1 ENSG00000175984
ENSG00000175984 1 115213044 115247089 34046 -1 ENSG00000175984 -1 ENSG00000213281
ENSG00000213281 1 115259516 115259533 18 -1 ENSG00000213281 -1 ENSG00000009307
ENSG00000009307 1 115301298 115312099 10802 -1 ENSG00000009307 -1 ENSG00000052723
ENSG00000052723 1 115323307 116184573 861267 -1 ENSG00000052723 1 ENSG00000173218
ENSG00000173218 1 116240846 116519118 278273 1 ENSG00000173218 1 ENSG00000163393
ENSG00000163393 1 116612676 116654375 41700 1 ENSG00000163393 1 ENSG00000173212
ENSG00000173212 1 116677862 116915289 237428 1 ENSG00000173212 1 ENSG00000163399
ENSG00000163399 1 116952884 117057156 104273 1 ENSG00000163399 -1 ENSG00000116815
ENSG00000116815 1 117113662 117117030 3369 -1 ENSG00000116815 -1 ENSG00000143061
ENSG00000143061 1 117210376 117452678 242303 -1 ENSG00000143061 1 ENSG00000134247
ENSG00000134247 1 117532981 117602924 69944 1 ENSG00000134247 1 ENSG00000116830
ENSG00000116830 1 117645493 117653681 8189 1 ENSG00000116830 -1 ENSG00000134253
ENSG00000134253 1 117665210 117910070 244861 -1 ENSG00000134253 1 ENSG00000198162
ENSG00000198162 1 118071495 118412036 340542 1 ENSG00000198162 -1 ENSG00000196505
ENSG00000196505 1 118472254 118472342 89 -1 ENSG00000196505 1 ENSG00000065183
ENSG00000065183 1 118503050 119573838 1070789 1 ENSG00000065183 -1 ENSG00000116874
ENSG00000116874 1 119683295 120162044 478750 -1 ENSG00000116874 -1 ENSG00000143067
ENSG00000143067 1 120190397 120202420 12024 -1 ENSG00000143067 1 ENSG00000092621
ENSG00000092621 1 120286839 120454175 167337 1 ENSG00000092621 -1 ENSG00000134250
ENSG00000134250 1 120612241 143767143 23154903 -1 ENSG00000134250 -1 ENSG00000236334
ENSG00000236334 1 143767882 143896451 128570 -1 ENSG00000236334 -1 ENSG00000215784
ENSG00000215784 1 143913144 144811743 898600 -1 ENSG00000215784 1 ENSG00000168614
ENSG00000168614 1 144830414 144836156 5743 1 ENSG00000168614 -1 ENSG00000178104
ENSG00000178104 1 145076187 145289771 213585 -1 ENSG00000178104 1 ENSG00000163386
ENSG00000163386 1 145370304 145438468 68165 1 ENSG00000163386 1 ENSG00000117289
ENSG00000117289 1 145442636 145477084 34449 1 ENSG00000117289 1 ENSG00000152022
ENSG00000152022 1 145501670 145611035 109366 1 ENSG00000152022 1 ENSG00000121848
ENSG00000121848 1 145690662 145764410 73749 1 ENSG00000121848 -1 ENSG00000117262
ENSG00000117262 1 145827104 146032646 205543 -1 ENSG00000117262 -1 ENSG00000152042
ENSG00000152042 1 146082766 146714290 631525 -1 ENSG00000152042 1 ENSG00000131778
ENSG00000131778 1 146767444 147574427 806984 1 ENSG00000131778 -1 ENSG00000203836
ENSG00000203836 1 147634887 148250248 615362 -1 ENSG00000203836 -1 ENSG00000203832
ENSG00000203832 1 148347507 148555978 208472 -1 ENSG00000203832 1 ENSG00000243452
ENSG00000243452 1 148596268 148739442 143175 1 ENSG00000243452 1 ENSG00000203827
ENSG00000203827 1 148758312 149813504 1055193 1 ENSG00000203827 -1 ENSG00000183558
ENSG00000183558 1 149814479 149822642 8164 -1 ENSG00000183558 1 ENSG00000203812
ENSG00000203812 1 149823192 149856009 32818 1 ENSG00000203812 -1 ENSG00000184678
ENSG00000184678 1 149858233 149858524 292 -1 ENSG00000184678 1 ENSG00000184260
ENSG00000184260 1 149858962 150039368 180407 1 ENSG00000184260 1 ENSG00000136631
ENSG00000136631 1 150117506 150190716 73211 1 ENSG00000136631 -1 ENSG00000143401
ENSG00000143401 1 150208505 150266288 57784 -1 ENSG00000143401 1 ENSG00000187145
ENSG00000187145 1 150281415 150335566 54152 1 ENSG00000187145 1 ENSG00000163125
ENSG00000163125 1 150449043 150459886 10844 1 ENSG00000163125 1 ENSG00000143374
ENSG00000143374 1 150480079 150521883 41805 1 ENSG00000143374 1 ENSG00000143382
ENSG00000143382 1 150533414 150547031 13618 1 ENSG00000143382 -1 ENSG00000143384
ENSG00000143384 1 150552067 150573326 21260 -1 ENSG00000143384 -1 ENSG00000143420
ENSG00000143420 1 150602089 150618700 16612 -1 ENSG00000143420 -1 ENSG00000143457
ENSG00000143457 1 150669631 150670535 905 -1 ENSG00000143457 -1 ENSG00000143452
ENSG00000143452 1 150693365 150702671 9307 -1 ENSG00000143452 -1 ENSG00000163131
ENSG00000163131 1 150738434 150782180 43747 -1 ENSG00000163131 -1 ENSG00000143437
ENSG00000143437 1 150849245 150898738 49494 -1 ENSG00000143437 1 ENSG00000143379
ENSG00000143379 1 150937214 150933058 -4155 1 ENSG00000143379 -1 ENSG00000143418
ENSG00000143418 1 150947480 150969024 21545 -1 ENSG00000143418 -1 ENSG00000143409
